HGNCsymbol,ChromosomeName,GeneStart,GeneEnd
SEZ6L2,16,29882480,29910868
OR2F2,7,143632259,143633372
RNU1-19P,10,88649326,88649490
ABHD16B,20,62492566,62494341
PSMC1P5,5,106530857,106531033
ADIRF-AS1,10,88725102,88731068
OR2F1,7,143657027,143658108
AGRN,1,955503,991496
PRKRIRP1,X,73616706,73619385
OR6B1,7,143701022,143702068
TMEM5-AS1,12,64202625,64215936
NEFLP1,Y,23382992,23383975
MS4A2,11,59855734,59863444
PABPC1P4,12,64215801,64217675
RPS7P14,X,73629353,73629935
NPAS3,14,33404139,34273382
RPL36AP41,12,64265519,64265824
MAGT1,X,77081861,77151090
RNA5SP380,14,20558289,20558386
RN7SL641P,X,73673458,73673691
OR4T1P,14,20561512,20562422
HNRNPA1P25,X,73692852,73693788
IFIT5,10,91174343,91180758
RNA5SP381,14,20614276,20614314
PSMB7P1,14,20617391,20617904
RPL32,3,12875984,12883087
TXLNG,X,16804550,16862642
MTUS1,8,17501304,17658426
SFTPD,10,81697496,81742370
MUTYH,1,45794835,45806142
FAM90A3P,8,7122048,7132680
OR7E102P,2,96212279,96213315
MTPN,7,135611509,135662101
BMS1P3,10,88752010,88760192
CAPN3,15,42640301,42704516
NPM3,10,103541082,103543170
ELAVL4,1,50513686,50669458
CCL20,2,228678558,228682272
SYNE1,6,152442819,152958936
POLR1B,2,113299492,113334635
MIR1224,3,183959193,183959277
CYP39A1,6,46517541,46620523
IFNG,12,68548548,68553527
CT47A9,X,120077421,120080733
ADAMTSL1,9,18473892,18910948
TPCN1,12,113658855,113736390
HSPB8,12,119616447,119658936
PABPC1P3,X,73802923,73803381
RNU6-330P,X,73899888,73899994
TRIM51JP,2,96240647,96246512
NTS,12,86268073,86276770
TRMT6,20,5917881,5931182
GULP1,2,189156396,189460653
RNU6-292P,11,71758919,71758997
OR11G1P,14,20647348,20648315
FAM90A4P,8,7129670,7132680
MIR3165,11,71783274,71783348
OR11H5P,14,20677399,20678369
RNU6-562P,X,74422538,74422644
RPEP6,11,71842328,71842953
LYSMD4,15,100255902,100273766
TPD52L2,20,62496596,62522898
RPL21P134,X,74604181,74604663
RN7SL782P,5,107070476,107070767
ARPP21-AS1,3,35691689,35693453
RN7SKP122,5,107146330,107146625
SNORD66,3,184043484,184043559
FAM90A13P,8,7137292,7140766
SLC12A2,5,127419458,127525380
EIF2B5-IT1,3,184222901,184226187
STH,17,44076616,44077060
FOXD4L1,2,114256661,114258728
CT47A8,X,120082282,120085594
EIF2B5-AS1,3,184264502,184274706
MIR128-2,3,35785968,35786051
LUZP6,7,135612022,135612198
LINC01023,5,108063526,108063961
PAN2,12,56710007,56727837
ANTXR1,2,69240310,69476459
RBMY2EP,Y,23556877,23563471
PCNPP4,X,74757382,74758537
OTX1,2,63277192,63284971
C8orf31,8,144120626,144141359
BRAFP1,X,74802511,74805341
FGFR2,10,123237848,123357972
TCEB3,1,24069645,24088549
FAM90A5P,8,7144914,7148476
DAW1,2,228735770,228789060
CT47A7,X,120087142,120090454
KLF13,15,31619058,31727868
ECM1,1,150480538,150486265
AGAP11,10,88752163,88769960
CCDC60,12,119772517,119978852
STAG3L4,7,66767608,66786513
CHRM2,7,136553416,136705002
TMEM127,2,96914254,96931732
SRGAP2,1,206516200,206637783
CDRT15L2,17,20483037,20484224
MS4A6A,11,59939081,59952139
RNU6-494P,12,32630316,32630405
LINC00304,16,89225554,89230653
STAM2,2,152973315,153032506
C8orf88,8,91970865,91997485
TTC3P1,X,74960541,74966749
NAT6,3,50333833,50336852
C17orf80,17,71228372,71245091
SAR1AP4,X,75104381,75104971
MGAT4C,12,86372516,87232681
GRM7,3,6811688,7783215
CCDC144NL,17,20739760,20799453
UBTFL3,2,96285392,96296321
FAM90A20P,8,7152536,7155546
TNS1,2,218664512,218867718
CT47A5,X,120092019,120100198
RNU6-47P,5,108350535,108350641
IPO13,1,44412611,44433694
GJA1P1,5,108387013,108388158
OTUD7A,15,31775329,32162992
MSLN,16,810762,818865
MGARP,4,140187317,140201492
PHLDB3,19,43979106,44009087
EHHADH-AS1,3,184880659,184909743
LY6H,8,144239331,144242128
TTYH3,7,2671585,2704436
ADAMTS17,15,100511794,100882210
KIAA1147,7,141356528,141401953
RBBP7,X,16857406,16888537
ADAM18,8,39442008,39587583
RABL2A,2,114384806,114400973
PITHD1,1,24104895,24114722
HNRNPF,10,43881065,43904614
TMEM55A,8,92006024,92053292
SS18L2,3,42623332,42636606
FAM66B,8,7159133,7212876
ZP3,7,76026835,76071388
SNORD126,14,20794609,20794685
RPPH1,14,20811207,20811844
DNAH5,5,13690440,13944652
MIR4688,11,46397952,46398034
CBR4,4,169784921,169931426
NF2,22,29999545,30094587
DEFB109P1B,8,7170368,7177473
RNA5SP382,14,20883146,20883257
TCAP,17,37820440,37822808
MYZAP,15,57884139,57977562
MIR3160-1,11,46473355,46473439
MIR3160-2,11,46473355,46473439
KANSL1,17,44107282,44302733
MIR5582,11,46774675,46774742
KRT18P42,5,108924039,108925293
SNORD67,11,46783939,46784049
PSMA8,18,23713816,23773319
LRP4-AS1,11,46867963,46895947
RN7SKP230,5,109035201,109035535
LINC00342,2,96472866,96481963
MORC3,21,37692487,37758446
EIF2S2P2,3,184963248,184964229
YAE1D1,7,39605975,39649919
ATP6V0E2-AS1,7,149564786,149577699
MIR5588,3,184970998,184971060
FNDC9,5,156768608,156772729
RPL4P4,3,185135283,185136566
RN7SL772P,11,47227396,47227672
CCDC109B,4,110481361,110609874
USP22,17,20902910,20947073
PGAM5P1,5,109220311,109221124
ZNF286B,17,18561742,18585575
MIR548F3,5,109849530,109849616
RN7SL210P,2,96670313,96670601
NDUFC1,4,140188034,140223705
PNMT,17,37824234,37826728
FAHD2CP,2,96676299,96689128
JARID2,6,15246527,15522252
CT47A6,X,120092025,120095337
RWDD4P1,7,104941969,104942533
MCM8,20,5931298,5975852
KIR3DP1,19,55297807,55301770
RNU6-222P,19,55380394,55380500
SUGP2,19,19101697,19144832
CTSF,11,66330934,66336312
RNU6-1322P,7,104973237,104973343
DNAJC5,20,62526518,62567384
RN7SL765P,19,36155398,36155724
PTCD2P1,14,20992446,20993581
UPK1A-AS1,19,36158850,36164193
SETP1,14,20996274,20997118
YBX1P2,7,105222705,105223703
CT47A4,X,120101746,120105058
DMRTA2,1,50883222,50889172
MIR4487,11,47422521,47422593
RNU6-1302P,11,47461557,47461617
DCAF13P1,7,105765817,105767146
RNU6-392P,7,105848613,105848713
RN7SL652P,11,47579088,47579385
RNU5E-10P,11,47598023,47598140
OTOF,2,26680071,26781566
LARP1BP2,7,105955671,105956189
MYCBPAP,17,48585745,48608862
KMT2B,19,36208921,36229779
RNA5SP340,11,47825848,47825954
GPR133,12,131438452,131626014
LYPLA2,1,24117460,24122029
GPIHBP1,8,144295068,144299044
FOXP4,6,41514164,41570122
PIDD,11,799179,809753
MIR3161,11,48118334,48118410
CTGLF8P,10,46717127,46733073
OR4B2P,11,48248981,48249862
RNU6-430P,16,89509726,89509832
MIR139,11,72326107,72326174
OTUD6B,8,92082424,92099323
RNU7-105P,11,72332810,72332871
NKTR,3,42642106,42690227
ADAM19,5,156822542,157002783
RNU7-117P,16,89599924,89599962
ZNF513,2,27600098,27603657
ARAP1-AS1,11,72396120,72404853
SNORD68,16,89627842,89627925
ITSN2,2,24425733,24583583
ARAP1-AS2,11,72411519,72416652
VPS9D1-AS1,16,89778264,89784573
RPS12P20,11,72419231,72419610
OR2A5,7,143747461,143748473
BMS1P1,10,46737612,46761205
ZFP41,8,144328991,144344875
OR2A25,7,143771275,143772288
MIR4692,11,72494575,72494637
RNU6-672P,11,72580589,72580695
RNU6-867P,X,75465367,75465473
OR2A12,7,143792141,143793186
CAPN13,2,30945637,31043408
USP17L1P,8,7189909,7191501
TRIM16L,17,18601311,18639431
LDHBP2,X,75555240,75556244
RNU6-529P,10,88800995,88801098
ZNF3,7,99661656,99680171
OR2A2,7,143806607,143807657
RN7SL733P,10,88913843,88914126
USP17L4,8,7194637,7196229
ACOT12,5,80625824,80689998
CHRNA7,15,32322691,32464722
OR2A14,7,143826151,143827162
RNA5SP508,X,75875410,75875528
FAM154A,9,18927656,19033251
OR8R1P,11,72959824,72960912
SYT5,19,55682567,55691809
RPPH1-2P,14,65376206,65376498
POLR2M,15,57884231,58074960
CTAGE4,7,143880559,143883146
DEFB108P2,8,7230636,7235022
HYAL1,3,50337320,50349812
NUTM2A-AS1,10,88963632,89102369
MIR325,X,76225829,76225926
FAF1,1,50905150,51425935
HSPD1P3,8,7276513,7278068
COQ10B,2,198318147,198340032
MIR4706,14,65511406,65511487
ARHGEF35,7,143883176,143991230
RNA5SP509,X,76287130,76287248
CERS3,15,100940600,101085200
IKBKE,1,206643791,206670223
TSPY17P,Y,6388504,6388970
CASP6,4,110609785,110624739
IQSEC1,3,12938719,13114617
CT47A3,X,120106606,120109918
KAAG1,6,24357131,24358512
RN7SKP109,19,56248651,56248966
OR2A42,7,143929004,143929936
HMGN2P38,11,73291298,73291562
STARD7-AS1,2,96874154,96908359
RFPL4AP1,19,56288919,56290266
ADAM3B,16,49551673,49552512
FAM90A6P,8,7406575,7409584
SH3RF1,4,170015407,170192256
SRIP3,Y,6587003,6587221
RRAGA,9,19049372,19051019
OR2A7,7,143955700,143956815
FAM90A7P,8,7414222,7417234
MRPS21P7,16,49741917,49742154
MRPS21P8,16,49798365,49798599
RNU6-1009P,12,64598573,64598679
KANK3,19,8387468,8408146
CTAGE8,7,143963794,143966381
RN7SKP243,11,73543427,73543735
LMCD1,3,8543393,8609805
RPS11P6,12,64616117,64790845
BMP15,X,50653784,50659607
CCDC58P5,11,73561514,73562256
RPL34P29,16,49968939,49969263
RN7SL647P,3,78164309,78164606
FABP5P15,X,76983344,76983557
RN7SKP61,3,78210849,78211143
AFG3L1P,16,90038994,90068569
ACE3P,17,61584417,61597167
RNU6-854P,X,77092786,77092892
RN7SL460P,X,77140874,77141127
NUDT10,X,51075083,51080377
MSLNL,16,819428,833370
MRPS17P3,3,78574251,78574635
VN2R17P,19,56828546,56829377
UCKL1,20,62571186,62587769
RFC3P1,3,36211259,36211940
TBC1D3,17,36337711,36358166
STARD4-AS1,5,110847924,111075423
FAM90A21P,8,7421320,7440175
REPS2,X,16964814,17171395
METTL10,10,126436718,126480439
MEIS3,19,47906381,47922780
RN7SL751P,3,78987155,78987442
NBEA,13,35516424,36247159
MIR3923,3,79557037,79557119
COASY,17,40713485,40718295
DNM1,9,130965658,131017527
HMGB1P38,3,80006716,80007292
TMEM254,10,81838402,81852313
ITGB4,17,73717408,73753899
RNA5SP311,10,46742028,46742143
OSBPL9P1,3,80212477,80213945
GLUD1P7,10,46772794,46778894
ENKUR,10,25270908,25305089
SKP2,5,36152091,36184421
DPH2,1,44435672,44439041
CCDC87,11,66357640,66360554
HNRNPA3P8,3,80265411,80266384
CHAF1B,21,37757676,37791313
HAUS6,9,19053141,19103117
NPHP3,3,132276986,132441303
FNDC3CP,X,77421193,77427919
CXorf67,X,51149767,51151687
IGF2,11,2150342,2170833
MRS2,6,24403153,24425810
HMGN1P34,X,77775090,77775683
PTN,7,136912088,137028611
ZNF542,19,56879468,56891197
OR2A1,7,144015218,144016150
NEURL3,2,97163383,97173846
RN7SL402P,19,36372792,36373053
UBE2V1P7,X,77809909,77810248
NUDT11,X,51232863,51239448
PPATP2,X,77954881,77955388
DDX28,16,68055179,68057770
FAM90A22P,8,7429517,7432528
SOD3,4,24791534,24802464
HIRA,22,19318221,19435224
CCS,11,66360292,66373490
GLI4,8,144349603,144359101
RPL7P54,X,78018723,78019396
AFP,4,74296855,74321891
RNU2-28P,3,81558627,81558815
RNU6-288P,17,61650603,61650706
FAM90A23P,8,7437166,7440175
SETP6,3,81661389,81661956
RPUSD1,16,834974,838397
RN7SL287P,19,36680096,36680380
NBPF21P,3,36657498,36678949
MIR548AQ,3,185485635,185485692
TAPBP,6,33267471,33282164
RNASE10,14,20973696,20979328
ARHGEF5,7,144052381,144077725
SLC25A27,6,46620678,46645930
HMGN1P13,5,110907799,110907936
PRADC1,2,73455134,73460366
MDFI,6,41604620,41621984
DUSP8P3,10,46773447,46775206
KIF4CP,X,78578943,78580714
TMED8,14,77801364,77843452
FDX1,11,110300607,110335605
GTSF1,12,54849734,54867386
CTSLP5,10,46790404,46791522
BAMBI,10,28966271,28971868
LINC00665,19,36803969,36822620
MS4A4E,11,59968726,60010561
RN7SKP57,5,111055466,111055758
OR7E157P,8,7449528,7450438
HMGN1P14,5,111181747,111182263
LINS,15,101099574,101143435
CCDC149,4,24807739,24981826
ANGPTL4,19,8428173,8439257
MSH5,6,31707725,31732622
NREP-AS1,5,111248205,111353006
RNU5A-7P,12,64622340,64622455
UBE2E3,2,181831975,181941312
C1orf147,1,206664449,206671061
ZNF696,8,144371846,144380231
CDY2B,Y,19989290,19992100
GSPT2,X,51486481,51489324
RNASE9,14,21024252,21029090
ZNHIT2,11,64883875,64885170
SSUH2,3,8661086,8786726
SAMD15,14,77843032,77857840
TMEM14A,6,52535907,52551386
LIN28B,6,105404923,105531207
ESR2,14,64550950,64804830
CTBP2P7,19,36987818,36989061
TAF4B,18,23805900,23971649
C12orf50,12,88373816,88427814
RALA,7,39663082,39747723
CDKN2C,1,51426417,51440305
SOWAHC,2,110371911,110376563
RNF223,1,1006346,1009687
RASSF5,1,206680879,206762616
ETHE1,19,44010871,44031396
RNA5SP343,11,73909793,73909899
RANBP20P,14,21188901,21191286
HSPD1,2,198351305,198381461
ABCB8,7,150725510,150744869
NOXRED1,14,77860364,77889860
FAU,11,64888100,64889945
DIS3L,15,66585555,66626236
NAA15,4,140222609,140341187
CLDN14,21,37832919,37948867
PLA2G12A,4,110631145,110651233
EPB41L4A-AS1,5,111496223,111499973
HNRNPA1P40,11,74065488,74066765
RPL7AP23,3,82368323,82369430
BVES,6,105544697,105585049
MIR548AL,11,74110282,74110378
GSTA2,6,52614897,52628367
PTPRH,19,55692616,55720874
TMEM233,12,120031264,120079363
PWWP2B,10,134210672,134231367
WDPCP,2,63348518,64054977
RNU4-46P,16,19509932,19510069
CYCSP27,11,74193295,74193587
IL20RB-AS1,3,136677967,136701038
IL18RAP,2,103035149,103069025
RNA5SP142,3,137236976,137237097
NHS,X,17393543,17754114
C1orf185,1,51567906,51613752
CYP51A1P1,3,82855666,82857172
RANP3,11,74363681,74363956
RN7SKP297,11,74396269,74396550
SRRM1P2,3,83986196,83987387
NGFR,17,47572655,47592379
AMZ1,7,2719156,2815134
ZNF487,10,43932282,43991517
RGPD5,2,110550335,110615272
MIR4696,11,74431313,74431382
CIAO1,2,96931870,96939087
DIRC1,2,189598882,189654831
SNRPEP3,16,20250294,20250569
RPS6KA4,11,64126620,64139687
ZNF575,19,44029649,44040282
SLC25A36P1,19,56897595,56898059
RNF11,1,51701943,51739127
HES7,17,8023908,8027410
CDK13,7,39989636,40136733
DGKI,7,137065783,137531838
RN7SL239P,11,74556955,74557251
CCNI2,5,132083137,132089856
RNY4P3,16,50132175,50132269
SIM2,21,38071433,38122218
ARHGAP20,11,110447766,110583912
LINC00971,3,84687557,84930830
ZNF582-AS1,19,56905025,56910541
MIR2392,14,101280828,101280911
RPL10P14,16,50185191,50185488
TXNL1,18,54264439,54318831
COPS6,7,99686577,99689823
RNU6-216P,11,74679234,74679337
RNA5SP236,7,106422046,106422161
OR2AT2P,11,74782193,74783097
SLC16A12,10,91190051,91316398
NPM1P50,11,74790310,74791176
RAB11B,19,8454865,8469318
NPM1P17,3,137442616,137443385
LINC00863,10,89102493,89117639
ASB7,15,101142739,101191910
NFATC3,16,68118654,68263162
RN7SL805P,17,61917343,61917644
OR2AT1P,11,74842183,74842925
LRRC69,8,92114060,92231464
ZDHHC23,3,113666748,113684248
ZNF667-AS1,19,56988619,57012035
RNU6-944P,16,20795831,20795937
VPS11,11,118938403,118952688
TCAM1P,17,61926652,61941739
SPHKAP,2,228844666,229046361
ERP29,12,112451120,112461255
SLC22A1,6,160542821,160579750
PPM1G,2,27604061,27632554
COL3A1,2,189839046,189877472
CRYM-AS1,16,21312170,21329912
C1orf159,1,1017198,1051741
EIF2D,1,206744620,206785904
GOLGA8K,15,32684983,32695396
SLC13A2,17,26800311,26824799
RNU1-104P,12,127805900,127806074
RNU6-400P,12,33729030,33729135
ALDH1A2,15,58245622,58790065
GOT2P5,Y,6705748,6706293
RNU6-472P,12,34076309,34076415
CHTF18,16,838046,850737
XRCC1,19,44047192,44084625
MAGED1,X,51546103,51645453
FAM35BP,10,46897592,46939143
KRT16P2,17,16733313,16736147
PGAP3,17,37827375,37853050
ZNF512B,20,62588055,62680113
SNX29P1,16,21391313,21403412
ATP5JP1,Y,6768794,6769413
COX7B,X,77154935,77162870
TUBB8P4,12,34317708,34319889
RNA5SP426,16,50903366,50903486
SCML1,X,17755588,17773105
MRPS7,17,73257755,73262454
ATP6V0B,1,44440159,44443967
RN7SL248P,10,46900386,46900669
NUP210,3,13357737,13461809
SLC8A2,19,47931274,47975425
RHEBP1,10,46914151,46914706
CT47A1,X,120111460,120119642
KRT17P1,17,16744057,16749197
FGD2,6,36973422,36996846
WDR12,2,203739505,203879521
SLC9A4,2,103089762,103150431
INS-IGF2,11,2153768,2182439
KCNH6,17,61600695,61626338
NAGK,2,71291474,71306935
CT47A2,X,120111466,120114778
HLCS,21,38123189,38362536
GPR143P,Y,6968774,6974543
MS4A4A,11,60048014,60076445
SEPT8,5,132086509,132142933
PRKY,Y,7142013,7249589
SYVN1,11,64889252,64902004
CABP7,22,30116073,30127828
RBMY2TP,Y,23592583,23599131
SAMD10,20,62605466,62611361
ATP7A,X,77166194,77305892
ALDH1A3,15,101417919,101456831
FER1L5,2,97308474,97370624
PCDH12,5,141323150,141349304
POPDC3,6,105606155,105627870
WEE2,7,141408153,141431071
DTX2,7,76090993,76135312
KCTD1,18,24034874,24237365
C10orf126,10,29135337,29170827
SOD1P2,16,51141482,51141932
ZMAT5,22,30126945,30163000
TSPY14P,Y,23630044,23632569
RNU2-14P,14,65591070,65591260
UNGP1,16,51311763,51313023
SLC22A2,6,160592093,160698670
PER1,17,8043790,8059824
PLIN2,9,19108373,19149288
ASPHD1,16,29911696,29931185
CCT7,2,73460548,73480149
MIR3652,12,104324203,104324333
MIR5688,3,85434860,85434942
EGLN3,14,34393437,34931980
SAMD8,10,76859344,76941881
CDY2A,Y,20137667,20140477
PREP,6,105725440,105850959
LYZL1,10,29577990,29607257
UQCR10,22,30163358,30166402
SPATA16,3,172607148,172859058
RNU6-262P,11,119160272,119160387
RBMY1HP,Y,23655405,23663854
MIR3680-2,16,21517370,21517456
MIR3680-1,16,21517370,21517456
RN7SKP282,Y,7192338,7192636
RN7SL301P,17,34437543,34437838
WDR7,18,54318574,54698828
SLC7A5P2,16,21531151,21531686
RNU6-941P,Y,7246713,7246820
ADAMTSL4,1,150521884,150533413
RNU6-521P,Y,7291095,7291199
RNA5SP370,12,104519014,104519134
INS,11,2181009,2182571
RBMY2HP,Y,7539784,7544065
SLC26A7,8,92221722,92410378
SSBP1,7,141438121,141487722
USP2-AS1,11,119252488,119397374
PRPF6,20,62612488,62664453
CAV3,3,8775486,8883492
SNX2P2,7,31980874,31981196
CRLS1,20,5986736,6020699
RN7SL189P,14,21431738,21432024
ZDHHC20P3,11,74939367,74939702
HSFY1,Y,20708557,20750849
RPL31P61,19,37392644,37393019
RPLP2,11,809647,812880
RPL18AP3,12,104659056,104659669
YWHAEP6,17,34569147,34569252
MIR770,14,101318727,101318824
SLC25A5P5,7,32511125,32512021
RN7SKP227,3,36726531,36726860
TBC1D3H,17,34581086,34808061
MIR493,14,101335397,101335485
MIR326,11,75046136,75046230
RIPPLY3,21,38378450,38391959
RNU6-1192P,17,34773400,34773506
MIR337,14,101340830,101340922
SNORD15A,11,75111435,75111582
HSPD1P6,3,36808608,36825658
RNA5SP439,17,34847043,34847166
DPY19L1P1,7,32620561,32801399
SNORD15B,11,75115465,75115610
MIR665,14,101341370,101341441
DKK3,11,11984653,12031316
MIR431,14,101347344,101347457
TSPY12P,Y,7555780,7557589
MIR433,14,101348220,101348343
MIR127,14,101349316,101349412
MIR432,14,101350820,101350913
MS4A6E,11,60102304,60164069
MIR136,14,101351034,101351125
DUXAP5,11,119315701,119316229
RNF14,5,141337893,141369856
TTC39A,1,51752930,51810788
KRT8P7,11,119473587,119475018
MIR3922,12,104985411,104985494
ZNRF2P1,7,32768181,32768623
GOLGA2,9,131018108,131038274
GOLGA8O,15,32737307,32747835
CHMP1B2P,X,79528830,79565669
MEG8,14,101361107,101402336
RN7SL786P,11,75453174,75453469
URAHP,16,90106169,90114181
LINC00996,7,150130742,150145228
RAI2,X,17818169,17879457
CADM2-AS2,3,85849137,85877200
IL26,12,68595131,68619601
NEUROG3,10,71331454,71332994
TOP1MT,8,144386554,144442149
OR7E154P,8,7562704,7564413
CADM2-AS1,3,86041333,86077157
MARCH2,19,8478154,8503901
RNA5SP358,12,38555268,38555384
RNU6-1123P,11,119527021,119527126
PRKRIRP2,3,86061711,86064270
RNA5SP359,12,38557205,38557317
TMEM86B,19,55738007,55741647
TUBB8P5,12,38595368,38597594
THNSL1,10,25305587,25315593
FAM90A14P,8,7572965,7575975
STRADBP1,7,150209647,150210927
ALDH7A1P3,7,150238842,150239186
MIR548C,12,65016289,65016385
C10orf35,10,71390007,71393352
TTTY16,Y,7567398,7569288
WBP1LP2,7,107268998,107269943
KRT18P20,12,105370527,105371805
RPL21P7,14,65733356,65734408
PIGP,21,38431470,38445470
RNU6-1129P,3,86284471,86284574
DYRK3,1,206808881,206857764
BANF1P5,7,107283210,107283468
FAM157C,16,90168679,90244752
LGI2,4,25000469,25032501
RN7SKP284,3,86411282,86411624
HNRNPA1P48,16,51679667,51681043
SLC26A4-AS1,7,107294421,107302596
RFTN1P1,Y,7581026,7677302
PANK1,10,91342745,91405215
HSPA8P9,3,137599137,137601079
PTBP1P,14,65745985,65747884
PPATP1,3,87100342,87101888
CPSF4L,17,71244588,71258491
NCKAP1L,12,54891495,54937726
NOBOX,7,144094333,144107320
OXTR,3,8792094,8811314
MIR2909,17,35391042,35391110
MIR550A2,7,32772593,32772689
KRT8P36,3,137820320,137821759
MIR4795,3,87275339,87275427
MIR4708,14,65801835,65801901
KRT8P25,3,87372418,87373873
RPL21P8,14,65934525,65935059
APOOP2,3,87643988,87644526
PPP1R1AP1,11,75622248,75622672
MIR625,14,65937820,65937904
PSMC1P6,3,87679451,87680769
BEND2,X,18181051,18239024
PIGCP2,7,107449179,107450013
NXPH3,17,47653220,47661189
DPY19L1P2,7,32852369,32878182
EIF1AXP2,14,65995548,65996292
HNRNPH3P1,X,79784536,79785526
RNA5SP344,11,75645980,75646083
RNU6-1005P,16,21653375,21653481
RPL7P39,12,65261736,65262479
RNU6-196P,16,21653615,21653721
FADS6,17,72873428,72889708
TCEB1P22,11,120490643,120490976
FAM175B,10,126490354,126525239
GPR158,10,25463991,25891155
RN7SKP142,16,51705147,51705474
RHOG,11,3848208,3862213
MPLKIP,7,40165622,40174258
RPL7P32,7,108150677,108151420
MS4A7,11,60145955,60163424
GALE,1,24122089,24127271
HK2P1,X,79827370,79830106
HMGB1P42,11,120806811,120807363
SSBP2,5,80708840,81047616
YBX1P1,14,66479548,66480507
RRN3P1,16,21807951,21831731
ZNF571-AS1,19,38039816,38078249
TIPIN,15,66628544,66679084
GCNT2,6,10492456,10629601
ASCC2,22,30184597,30234271
GAPDHP39,3,138496674,138497652
MIR370,14,101377476,101377550
CAMKK2,12,121675497,121736111
RPL23AP40,3,138515693,138516082
RPS4XP12,11,121120979,121121687
LINC00919,16,52116977,52119021
SNORD113-1,14,101391161,101391229
IL22,12,68642022,68647387
BMPR1APS2,11,121232559,121233574
FAM90A18P,8,7580613,7591823
GNG13,16,848041,850733
CDC42EP4,17,71279763,71308314
RNU6-355P,16,90211000,90211103
VIPAS39,14,77893018,77924295
KCTD13,16,29916333,29938356
SLC35G2,3,136537489,136574734
ATP5G3,2,176040986,176049335
C12orf29,12,88427623,88443937
SRP19,5,112196919,112205485
SNORA76,17,62223330,62223836
AQP9,15,58430368,58478110
RNU6-256P,11,121875063,121875159
ZBTB47,3,42695176,42709072
SNORD104,17,62223443,62223512
GOLGA8N,15,32885657,32896179
RPL31P57,17,62385676,62386050
DHRS7B,17,21026677,21096578
TTTY12,Y,7672965,7678724
RBM14,11,66384053,66394818
CASC18,12,106097981,106137840
SNORD113-2,14,101393679,101393750
SNORD113-3,14,101396256,101396328
PID1,2,229715242,230136001
NLGN1,3,173114074,174004434
PRR25,16,855443,863861
SNORD113-4,14,101402828,101402902
ZNF92P1Y,Y,7721727,7722917
B4GALT2,1,44444615,44456840
RNU6ATAC42P,12,65332803,65332897
RNU6ATAC4P,3,37009682,37009807
ZRANB1,10,126630692,126676758
PRADC1P1,3,37017807,37018331
SCML2,X,18257434,18372847
ST13P3,12,106409675,106410784
MAPKAPK2,1,206858289,206907628
RAD18,3,8817088,9005457
ZNF736P8Y,Y,7781463,7782131
BPY2DP,Y,7801038,7805681
SLC22A3,6,160769300,160876014
STIM1,11,3875757,4114439
HSFY2,Y,20893326,20990548
SLC22A11,11,64323098,64340347
RNU6-493P,X,80156256,80156363
VDAC1P1,X,80184999,80185846
LRRN4,20,6021424,6034695
FAM35A,10,88853918,88951225
SIGLEC31P,19,57100863,57101649
DNER,2,230222345,230579274
RNU6-995P,X,80191933,80192039
RP9P,7,32956427,32982788
KPTN,19,47978401,47987525
C22orf39,22,19338891,19435755
HMGB1P24,17,35500531,35501387
GPN3,12,110890289,110907073
NCOA3,20,46130601,46285621
PPP6R1,19,55741148,55770363
MIR3064,17,62496891,62496957
NPAP1P3,10,89136653,89138238
MIR5047,17,62497332,62497431
ADAM2,8,39601254,39695808
ITIH2,10,7745232,7791483
TH,11,2185159,2193107
CTSLP1,10,89146442,89149960
SOX18,20,62679076,62680994
MINOS1P2,17,62743382,62743610
LIPC,15,58702768,58861151
AQP4,18,24432002,24445782
MIR125B1,11,121970465,121970552
SPOP,17,47676246,47755596
FAM81B,5,94727048,94786158
LMF1,16,903634,1031318
MIRLET7A2,11,122017229,122017301
RASA2,3,141205889,141334184
TAS2R3,7,141463897,141464997
MIR100,11,122022937,122023016
RNU6-166P,12,65489529,65489635
APOOP3,12,65528468,65529053
OR5AH1P,19,57272301,57272583
C10orf91,10,134257831,134262912
SUGCT,7,40174575,40900362
ZNF736P7Y,Y,7859028,7859847
RNASE11,14,21051054,21078043
SLC17A3,6,25833294,25882514
FERMT1,20,6055492,6104191
FAM90A16P,8,7588261,7591271
RBM4,11,66384097,66434153
MIMT1,19,57352270,57359924
NCK1,3,136581050,136668665
KIAA1407,3,113682984,113775460
TAS2R4,7,141478242,141479235
NEK1,4,170314426,170533780
RICTOR,5,38938021,39074510
USH1G,17,72912176,72919351
FAM90A8P,8,7595909,7598918
MAB21L1,13,36047926,36050832
RPL7AP69,19,57576702,57577507
NIPAL4,5,156887027,156901725
TAS2R5,7,141490017,141491166
GSTA1,6,52656462,52668708
LINC00864,10,89156780,89184549
GLUD2,X,120181462,120183794
RNU4ATAC10P,11,122319918,122320039
MRPL40,22,19419425,19423598
RNU4ATAC5P,11,122322182,122322307
RNU6-592P,11,122449913,122450015
GLULP3,11,122484152,122485194
ZNF736P9Y,Y,7936937,7938764
LINC00238,14,66953072,66965271
RNU4-23P,11,122797742,122797881
HYAL2,3,50355221,50360337
SVIL,10,29746267,30025710
ATP5F1P5,11,122831035,122831794
RNU7-94P,12,106676705,106676767
DTNBP1,6,15523032,15663289
RNU6-974P,X,81256669,81256776
IL10,1,206940947,206945839
PRKAR1A,17,66507921,66547460
CDKL5,X,18443703,18671749
RPL34P23,11,122906575,122906932
