"symbol","official.symbol"
"LINC00279","LINC00279"
"NCRNA00279","LINC00279"
"LINC00280","LINC00280"
"NCRNA00280","LINC00280"
"LINC00282","LINC00282"
"NCRNA00282","LINC00282"
"FLJ37307","LINC00282"
"LINC00283","LINC00283"
"NCRNA00283","LINC00283"
"LINC00284","LINC00284"
"NCRNA00284","LINC00284"
"LINC00290","LINC00290"
"NCRNA00290","LINC00290"
"LINC00293","LINC00293"
"NCRNA00293","LINC00293"
"BEYLA","LINC00293"
"LINC00294","LINC00294"
"NCRNA00294","LINC00294"
"LINC00297","LINC00297"
"NCRNA00297","LINC00297"
"LINC00298","LINC00298"
"LINC00299","LINC00299"
"C2orf46","LINC00299"
"NCRNA00299","LINC00299"
"FLJ45673","LINC00299"
"LINC00301","LINC00301"
"C11orf64","LINC00301"
"NCRNA00301","LINC00301"
"MGC39681","LINC00301"
"LINC00302","LINC00302"
"C1orf46","LINC00302"
"NCRNA00302","LINC00302"
"XP33","LINC00302"
"LINC00303","LINC00303"
"C1orf157","LINC00303"
"NCRNA00303","LINC00303"
"FLJ40343","LINC00303"
"LINC00304","LINC00304"
"C16orf81","LINC00304"
"NCRNA00304","LINC00304"
"FLJ36701","LINC00304"
"LINC00305","LINC00305"
"C18orf20","LINC00305"
"NCRNA00305","LINC00305"
"MGC39571","LINC00305"
"HsT1235","LINC00305"
"LINC00307","LINC00307"
"NCRNA00307","LINC00307"
"D21S2091E","LINC00307"
"LINC00308","LINC00308"
"C21orf74","LINC00308"
"NCRNA00308","LINC00308"
"PRED16","LINC00308"
"LINC00309","LINC00309"
"NCRNA00309","LINC00309"
"LINC00310","LINC00310"
"C21orf82","LINC00310"
"NCRNA00310","LINC00310"
"LINC00311","LINC00311"
"TMEM148","LINC00311"
"NCRNA00311","LINC00311"
"MGC22001","LINC00311"
"LINC00312","LINC00312"
"LOH3CR2A","LINC00312"
"NCRNA00312","LINC00312"
"NAG7","LINC00312"
"NAG-7","LINC00312"
"ERR10","LINC00312"
"ERR-10","LINC00312"
"LMCD1DN","LINC00312"
"LINC00313","LINC00313"
"C21orf84","LINC00313"
"NCRNA00313","LINC00313"
"LINC00314","LINC00314"
"C21orf94","LINC00314"
"NCRNA00314","LINC00314"
"LINC00315","LINC00315"
"C21orf93","LINC00315"
"NCRNA00315","LINC00315"
"LINC00316","LINC00316"
"C21orf111","LINC00316"
"NCRNA00316","LINC00316"
"PRED59","LINC00316"
"LINC00317","LINC00317"
"C21orf117","LINC00317"
"NCRNA00317","LINC00317"
"PRED89","LINC00317"
"LINC00319","LINC00319"
"C21orf125","LINC00319"
"NCRNA00319","LINC00319"
"PRED49","LINC00319"
"FLJ38036","LINC00319"
"LINC00320","LINC00320"
"C21orf131","LINC00320"
"NCRNA00320","LINC00320"
"PRED14","LINC00320"
"FLJ37539","LINC00320"
"LINC00322","LINC00322"
"C21orf136","LINC00322"
"NCRNA00322","LINC00322"
"FLJ16545","LINC00322"
"LINC00323","LINC00323"
"C21orf130","LINC00323"
"NCRNA00323","LINC00323"
"PRED42","LINC00323"
"FLJ37173","LINC00323"
"LINC00324","LINC00324"
"C17orf44","LINC00324"
"NCRNA00324","LINC00324"
"FLJ34790","LINC00324"
"MGC104931","LINC00324"
"LINC00326","LINC00326"
"NCRNA00326","LINC00326"
"LINC00327","LINC00327"
"NCRNA00327","LINC00327"
"LINC00328","LINC00328"
"NCRNA00328A","LINC00328"
"NCRNA00328","LINC00328"
"NCRNA00328-1","LINC00328"
"LINC00328-2P","LINC00328-2P"
"NCRNA00328B","LINC00328-2P"
"NCRNA00328-2P","LINC00328-2P"
"LINC00329~withdrawn","LINC00329~withdrawn"
"LINC00330","LINC00330"
"NCRNA00330","LINC00330"
"LINC00331","LINC00331"
"NCRNA00331","LINC00331"
"LINC00332","LINC00332"
"NCRNA00332","LINC00332"
"LINC00333","LINC00333"
"NCRNA00333","LINC00333"
"LINC00334","LINC00334"
"C21orf89","LINC00334"
"NCRNA00334","LINC00334"
"LINC00336","LINC00336"
"C6orf227","LINC00336"
"NCRNA00336","LINC00336"
"FLJ43752","LINC00336"
"LINC00337","LINC00337"
"C1orf211","LINC00337"
"NCRNA00337","LINC00337"
"MGC40168","LINC00337"
"LINC00339","LINC00339"
"NCRNA00339","LINC00339"
"HSPC157","LINC00339"
"LINC00341","LINC00341"
"C14orf139","LINC00341"
"NCRNA00341","LINC00341"
"LINC00342","LINC00342"
"NCRNA00342","LINC00342"
"LINC00343","LINC00343"
"NCRNA00343","LINC00343"
"LINC00344","LINC00344"
"NCRNA00344","LINC00344"
"LINC00345","LINC00345"
"LINC00346","LINC00346"
"C13orf29","LINC00346"
"NCRNA00346","LINC00346"
"LINC00347","LINC00347"
"LINC00348","LINC00348"
"LINC00349","LINC00349"
"LINC00350","LINC00350"
"LINC00351","LINC00351"
"LINC00352","LINC00352"
"LINC00353","LINC00353"
"LINC00354","LINC00354"
"LINC00355","LINC00355"
"LINC00356~withdrawn","LINC00356~withdrawn"
"LINC00357~withdrawn","LINC00357~withdrawn"
"LINC00358","LINC00358"
"LINC00359","LINC00359"
"LINC00361~withdrawn","LINC00361~withdrawn"
"LINC00362","LINC00362"
"LINC00363","LINC00363"
"TCONS_00021586","LINC00363"
"LINC00364","LINC00364"
"LINC00365","LINC00365"
"LINC00366","LINC00366"
"LINC00367","LINC00367"
"TCONS_l2_00007488","LINC00367"
"LINC00368","LINC00368"
"LINC00370","LINC00370"
"LINC00371","LINC00371"
"LINC00372~withdrawn","LINC00372~withdrawn"
"LINC00374","LINC00374"
"LINC00375","LINC00375"
"LINC00376","LINC00376"
"LINC00377","LINC00377"
"TCONS_00021861","LINC00377"
"LINC00378","LINC00378"
"LINC00379","LINC00379"
"LINC00380","LINC00380"
"TCONS_00021685","LINC00380"
"LINC00381","LINC00381"
"LINC00382","LINC00382"
"TCONS_00021500","LINC00382"
"LINC00383","LINC00383"
"LINC00384","LINC00384"
"LINC00385","LINC00385"
"LINC00387","LINC00387"
"LINC00388","LINC00388"
"LINC00390","LINC00390"
"TCONS_00021641","LINC00390"
"LINC00391","LINC00391"
"LINC00392","LINC00392"
"LINC00393","LINC00393"
"LINC00395","LINC00395"
"LINC00396","LINC00396"
"LINC00397","LINC00397"
"TCONS_00021582","LINC00397"
"LINC00398","LINC00398"
"LINC00399","LINC00399"
"TCONS_00021596","LINC00399"
"LINC00400","LINC00400"
"LINC00401","LINC00401"
"TCONS_00021564","LINC00401"
"LINC00402","LINC00402"
"LINC00403","LINC00403"
"LINC00404","LINC00404"
"LINC00407","LINC00407"
"LINC00408","LINC00408"
"LINC00410","LINC00410"
"LINC00411","LINC00411"
"LINC00412","LINC00412"
"LINC00413~withdrawn","LINC00413~withdrawn"
"LINC00414~withdrawn","LINC00414~withdrawn"
"LINC00415","LINC00415"
"LINC00417~withdrawn","LINC00417~withdrawn"
"LINC00418","LINC00418"
"LINC00419~withdrawn","LINC00419~withdrawn"
"LINC00420~withdrawn","LINC00420~withdrawn"
"LINC00421","LINC00421"
"LINC00422~withdrawn","LINC00422~withdrawn"
"LINC00423","LINC00423"
"LINC00424","LINC00424"
"LINC00426","LINC00426"
"LINC00427","LINC00427"
"LINC00428","LINC00428"
"LINC00430","LINC00430"
"TCONS_00021581","LINC00430"
"LINC00431","LINC00431"
"LINC00433","LINC00433"
"LINC00434","LINC00434"
"LINC00437","LINC00437"
"TCONS_00021639","LINC00437"
"LINC00438~withdrawn","LINC00438~withdrawn"
"LINC00439~withdrawn","LINC00439~withdrawn"
"LINC00440","LINC00440"
"LINC00441","LINC00441"
"LINC00442","LINC00442"
"LINC00443","LINC00443"
"LINC00444","LINC00444"
"LINC00445","LINC00445"
"LINC00446","LINC00446"
"LINC00448","LINC00448"
"LINC00449","LINC00449"
"LINC00452","LINC00452"
"LINC00453","LINC00452"
"LINC00453~withdrawn","LINC00453~withdrawn"
"LINC00454","LINC00454"
"LINC00456","LINC00456"
"LINC00457","LINC00457"
"LINC00458","LINC00458"
"LncRNA-ES3","LINC00458"
"LINC00459","LINC00459"
"LINC00460","LINC00460"
"LINC00461","LINC00461"
"EyeLinc1","LINC00461"
"Visc-1a","LINC00461"
"Visc-1b","LINC00461"
"LINC00462","LINC00462"
"LINC00464~withdrawn","LINC00464~withdrawn"
"LINC00466","LINC00466"
"LINC00467","LINC00467"
"C1orf97","LINC00467"
"MGC14801","LINC00467"
"LINC00469","LINC00469"
"C17orf54","LINC00469"
"FLJ40319","LINC00469"
"LINC00470","LINC00470"
"LINC00471","LINC00471"
"C2orf52","LINC00471"
"MGC43122","LINC00471"
"LINC00472","LINC00472"
"C6orf155","LINC00472"
"dJ288M22.3","LINC00472"
"FLJ13189","LINC00472"
"LINC00473","LINC00473"
"C6orf176","LINC00473"
"bA142J11.1","LINC00473"
"LINC00474","LINC00474"
"C9orf27","LINC00474"
"EST-YD1","LINC00474"
"LINC00475","LINC00475"
"C9orf44","LINC00475"
"LINC00476","LINC00476"
"C9orf130","LINC00476"
"LINC00477","LINC00477"
"C12orf67","LINC00477"
"FLJ32894","LINC00477"
"FAM191B","LINC00477"
"LINC00478","LINC00478"
"C21orf35","LINC00478"
"FLJ38295","LINC00478"
"C21orf34","LINC00478"
"LINC00479","LINC00479"
"C21orf129","LINC00479"
"PRED76","LINC00479"
"FLJ32835","LINC00479"
"LINC00481~withdrawn","LINC00481~withdrawn"
"LINC00482","LINC00482"
"C17orf55","LINC00482"
"FLJ39421","LINC00482"
"LINC00483","LINC00483"
"C17orf73","LINC00483"
"FLJ20694","LINC00483"
"LINC00484","LINC00484"
"C9orf73","LINC00484"
"LINC00485","LINC00485"
"LINC00486","LINC00486"
"LINC00487","LINC00487"
"FLJ42418","LINC00487"
"LINC00488","LINC00488"
"C3orf66","LINC00488"
"FLJ41232","LINC00488"
"LINC00489","LINC00489"
"LINC00491","LINC00491"
"LINC00492","LINC00492"
"LINC00493","LINC00493"
"LINC00494","LINC00494"
"LINC00498","LINC00498"
"LINC00499","LINC00499"
"LINC00500","LINC00500"
"LINC00501","LINC00501"
"LINC00502","LINC00502"
"LINC00504","LINC00504"
"LINC00505","LINC00505"
"LINC00506","LINC00506"
"LINC00507","LINC00507"
"LINC00508","LINC00508"
"LINC00511","LINC00511"
"LINC00514","LINC00514"
"LINC00515","LINC00515"
"C21orf71","LINC00515"
"PRED21","LINC00515"
"LINC00517","LINC00517"
"C14orf26","LINC00517"
"LINC00518","LINC00518"
"C6orf218","LINC00518"
"MGC40222","LINC00518"
"LINC00519","LINC00519"
"C14orf30","LINC00519"
"LINC00520","LINC00520"
"C14orf34","LINC00520"
"LINC00521","LINC00521"
"C14orf48","LINC00521"
"LINC00523","LINC00523"
"C14orf70","LINC00523"
"LINC00524","LINC00524"
"C14orf71","LINC00524"
"LINC00525","LINC00525"
"LINC00526","LINC00526"
"C18orf18","LINC00526"
"MGC17515","LINC00526"
"HsT959","LINC00526"
"LINC00527","LINC00527"
"C21orf104","LINC00527"
"LINC00528","LINC00528"
"C22orf37","LINC00528"
"FLJ40542","LINC00528"
"LINC00529","LINC00529"
"C8orf8","LINC00529"
"LINC00533","LINC00533"
"C6orf38","LINC00533"
"bA373N24.1","LINC00533"
"C6orf39","LINC00533"
"LINC00534","LINC00534"
"LINC00535","LINC00535"
"LINC00536","LINC00536"
"LINC00537","LINC00537"
"LINC00538","LINC00538"
"Yiya","LINC00538"
"PROX1UP","LINC00538"
"LINC00539","LINC00539"
"LINC00422","LINC00539"
"LINC00540","LINC00540"
"LINC00543","LINC00543"
"LINC00544","LINC00544"
"LINC00545","LINC00545"
"LINC00547","LINC00547"
"FLJ34747","LINC00547"
"LINC00548","LINC00548"
"FLJ42392","LINC00548"
"LINC00550","LINC00550"
"LINC00551","LINC00551"
"LINC00552","LINC00552"
"LINC00554","LINC00554"
"LINC00555","LINC00555"
"LINC00556","LINC00556"
"LINC00557","LINC00557"
"LINC00558","LINC00558"
"LINC00559","LINC00559"
"LINC00560","LINC00560"
"LINC00561","LINC00561"
"LINC00562","LINC00562"
"LINC00563","LINC00563"
"LINC00564","LINC00564"
"LINC00565","LINC00565"
"LINC00566","LINC00566"
"LINC00567","LINC00567"
"LINC00568","LINC00568"
"ncRNA-a1","LINC00568"
"LINC00570","LINC00570"
"ncRNA-a5","LINC00570"
"LINC00571","LINC00571"
"LINC00572","LINC00572"
"LINC00574","LINC00574"
"C6orf208","LINC00574"
"FLJ13162","LINC00574"
"dJ182D15.1","LINC00574"
"LINC00575","LINC00575"
"C4orf11","LINC00575"
"LINC00577","LINC00577"
"C6orf220","LINC00577"
"dJ439I14.1","LINC00577"
"LINC00578","LINC00578"
"LINC00581","LINC00581"
"LINC00582","LINC00582"
"LINC00583","LINC00583"
"C9orf146","LINC00583"
"LINC00587","LINC00587"
"C9orf107","LINC00587"
"bA785H23.1","LINC00587"
"LINC00588","LINC00588"
"C8orf71","LINC00588"
"DKFZP434F122","LINC00588"
"LINC00589","LINC00589"
"C8orf75","LINC00589"
"LINC00592","LINC00592"
"LINC00593","LINC00593"
"C15orf50","LINC00593"
"MGC42951","LINC00593"
"LINC00594","LINC00594"
"C15orf36","LINC00594"
"LINC00595","LINC00595"
"C10orf101","LINC00595"
"LINC00596","LINC00596"
"C14orf165","LINC00596"
"CNSLT1I7G","LINC00596"
"LINC00597","LINC00597"
"C15orf5","LINC00597"
"LINC00598","LINC00598"
"TTL","LINC00598"
"LINC00599","LINC00599"
"Rncr3","LINC00599"
"LINC00601","LINC00601"
"LINC00602","LINC00602"
"LINC00603","LINC00603"
"LINC00604","LINC00604"
"LINC00605","LINC00605"
"LINC00606","LINC00606"
"LINC00607","LINC00607"
"LINC00608","LINC00608"
"LINC00609","LINC00609"
"LINC00610","LINC00610"
"C11orf55","LINC00610"
"FLJ45212","LINC00610"
"LINC00612","LINC00612"
"C12orf33","LINC00612"
"MGC40170","LINC00612"
"FLJ41814","LINC00612"
"LINC00613","LINC00613"
"LINC00614","LINC00614"
"C10orf52","LINC00614"
"FLJ35853","LINC00614"
"LINC00615","LINC00615"
"C12orf37","LINC00615"
"FLJ25378","LINC00615"
"LINC00616","LINC00616"
"LINC00618","LINC00618"
"C14orf63","LINC00618"
"LINC00619","LINC00619"
"C10orf136","LINC00619"
"bA168P8.1","LINC00619"
"LINC00620","LINC00620"
"LINC00621","LINC00621"
"LINC00622","LINC00622"
"LINC00623","LINC00623"
"LINC00624","LINC00624"
"LINC00626","LINC00626"
"MGC4473","LINC00626"
"LINC00628","LINC00628"
"LINC00629","LINC00629"
"LINC00630","LINC00630"
"LINC00632","LINC00632"
"LINC00633","LINC00633"
"LINC00634","LINC00634"
"LINC00635","LINC00635"
"LINC00636","LINC00636"
"LINC00637","LINC00637"
"LINC00638","LINC00638"
"MGC23270","LINC00638"
"LINC00639","LINC00639"
"LINC00640","LINC00640"
"LINC00641","LINC00641"
"LINC00642","LINC00642"
"LINC00643","LINC00643"
"LINC00644","LINC00644"
"LINC00645","LINC00645"
"LINC00648","LINC00648"
"LINC00649","LINC00649"
"LINC00650~withdrawn","LINC00650~withdrawn"
"LINC00652","LINC00652"
"HSPC072","LINC00652"
"LINC00654","LINC00654"
"LINC00656","LINC00656"
"LINC00657","LINC00657"
"LINC00658","LINC00658"
"LINC00659","LINC00659"
"LINC00661","LINC00661"
"LINC00662","LINC00662"
"LINC00663","LINC00663"
"MGC39821","LINC00663"
"LINC00664","LINC00664"
"LINC00665","LINC00665"
"LINC00667","LINC00667"
"LINC00668","LINC00668"
"LINC00669","LINC00669"
"LINC00670","LINC00670"
"FLJ34690","LINC00670"
"LINC00671","LINC00671"
"LINC00672","LINC00672"
"LINC00673","LINC00673"
"LINC00674","LINC00674"
"LINC00675","LINC00675"
"LINC00676","LINC00676"
"LINC00677","LINC00677"
"C14orf74","LINC00677"
"LINC00678","LINC00678"
"LINC00680","LINC00680"
"LINC00681","LINC00681"
"LINC00682","LINC00682"
"LINC00683","LINC00683"
"LINC00684","LINC00684"
"DMRTC1-AS1","LINC00684"
"LINC00685","LINC00685"
"CXYorf10","LINC00685"
"NCRNA00107","LINC00685"
"PPP2R3B-AS1","LINC00685"
"OTTHUMT00000055574","LINC00685"
"LINC00686","LINC00686"
"C20orf90","LINC00686"
"bA93B14.2","LINC00686"
"LINC00687","LINC00687"
"C20orf61","LINC00687"
"dJ1012F16.1","LINC00687"
"LINC00689","LINC00689"
"LINC00690","LINC00690"
"LINC00691","LINC00691"
"LINC00692","LINC00692"
"LINC00693","LINC00693"
"LINC00694","LINC00694"
"LINC00696","LINC00696"
"C3orf74","LINC00696"
"LINC00698","LINC00698"
"LINC00700","LINC00700"
"LINC00701","LINC00701"
"LINC00702","LINC00702"
"LINC00703","LINC00703"
"LINC00704","LINC00704"
"LINC00705","LINC00705"
"LINC00706","LINC00706"
"LINC00707","LINC00707"
"LINC00708","LINC00708"
"LINC00709","LINC00709"
"LINC00710","LINC00710"
"LINC00836","LINC00836"
"LINC00837","LINC00837"
"LINC00838","LINC00838"
"LINC00839","LINC00839"
"LINC00840","LINC00840"
"LINC00841","LINC00841"
"LINC00842","LINC00842"
"LINC00843","LINC00843"
"LINC00844","LINC00844"
"LINC00845","LINC00845"
"LINC00846","LINC00846"
"C21orf77","LINC00846"
"FLJ10932","LINC00846"
"LINC00847","LINC00847"
"LINC00849~withdrawn","LINC00849~withdrawn"
"LINC00850","LINC00850"
"KUCG1","LINC00850"
"LINC00851","LINC00851"
"DZANK1-AS1","LINC00851"
"LINC00852","LINC00852"
"C3orf42","LINC00852"
"GHRLOS2","LINC00852"
"NAG73","LINC00852"
"GHRL-AS2","LINC00852"
"LINC00853","LINC00853"
"PDZK1IP1-AS1","LINC00853"
"ncRNA-a4","LINC00853"
"LINC00854","LINC00854"
"TMEM106A-AS1","LINC00854"
"LINC00856","LINC00856"
"LINC00857","LINC00857"
"LINC00858","LINC00858"
"LINC00861","LINC00861"
"LINC00862","LINC00862"
"C1orf98","LINC00862"
"SMIM16","LINC00862"
"LINC00863","LINC00863"
"LINC00864","LINC00864"
"LINC00865","LINC00865"
"LINC00866","LINC00866"
"LINC00867","LINC00867"
"LINC00868","LINC00868"
"C17orf52","LINC00868"
"LINC00869","LINC00869"
"FAM91A2","LINC00869"
"KIAA0493","LINC00869"
"LINC00870","LINC00870"
"LINC00871","LINC00871"
"RP11-1A16.1","LINC00871"
"LINC00875","LINC00875"
"LINC00877","LINC00877"
"LINC00879","LINC00879"
"LINC00880","LINC00880"
"LINC00881","LINC00881"
"LINC00882","LINC00882"
"LINC00883","LINC00883"
"LINC00884","LINC00884"
"LINC00885","LINC00885"
"LINC00886","LINC00886"
"LINC00887","LINC00887"
"LINC00888","LINC00888"
"LINC00889","LINC00889"
"FLJ30672","LINC00889"
"LINC00890","LINC00890"
"LINC00891","LINC00891"
"FLJ46446","LINC00891"
"LINC00892","LINC00892"
"LINC00893","LINC00893"
"LINC00894","LINC00894"
"LINC00895","LINC00895"
"LINC00896","LINC00896"
"FLJ32575","LINC00896"
"LINC00898","LINC00898"
"LINC00899","LINC00899"
"LINC00900","LINC00900"
"LINC00901","LINC00901"
"LSAMP-AS4","LINC00901"
"LINC00903","LINC00903"
"LSAMP-AS2","LINC00903"
"LINC00904","LINC00904"
"LINC00905","LINC00905"
"FLJ25328","LINC00905"
"LINC00906","LINC00906"
"LINC00907","LINC00907"
"LINC00908","LINC00908"
"LINC00909","LINC00909"
"LINC00910","LINC00910"
"LINC00911","LINC00911"
"LINC00914","LINC00914"
"LINC00917","LINC00917"
"LINC00919","LINC00919"
"LINC00920","LINC00920"
"LINC00921","LINC00921"
"FLJ39639","LINC00921"
"LINC00922","LINC00922"
"LINC00923","LINC00923"
"LINC00924","LINC00924"
"LINC00925","LINC00925"
"LINC00926","LINC00926"
"LINC00927","LINC00927"
"LINC00928","LINC00928"
"LINC00929","LINC00929"
"LINC00930","LINC00930"
"LINC00933","LINC00933"
"LINC00934","LINC00934"
"LINC00935","LINC00935"
"LINC00936","LINC00936"
"LINC00937","LINC00937"
"LINC00938","LINC00938"
"LINC00939","LINC00939"
"LINC00940","LINC00940"
"LINC00941","LINC00941"
"LINC00942","LINC00942"
"LINC00943","LINC00943"
"LINC00944","LINC00944"
"LINC00945","LINC00945"
"TCONS_00028834","LINC00945"
"LINC00948","LINC00948"
"M1","LINC00948"
"MUSER1","LINC00948"
"LINC00950","LINC00950"
"FP588","LINC00950"
"LINC00951","LINC00951"
"lincRNA-uc003opf.1","LINC00951"
"FLJ41649","LINC00951"
"LINC00954","LINC00954"
"FLJ12334","LINC00954"
"LINC00955","LINC00955"
"FLJ35424","LINC00955"
"LINC00957","LINC00957"
"LINC00958","LINC00958"
"LINC00959","LINC00959"
"LINC00960","LINC00960"
"LINC00961","LINC00961"
"LINC00963","LINC00963"
"LINC00964","LINC00964"
"LINC00965","LINC00965"
"LINC00966","LINC00966"
"LINC00967","LINC00967"
"LINC00968","LINC00968"
"LINC00969","LINC00969"
"LINC00970","LINC00970"
"LINC00971","LINC00971"
"LINC00972","LINC00972"
"LINC00973","LINC00973"
"CTD-2021J15.2","LINC00973"
"LINC00974","LINC00974"
"LINC00977","LINC00977"
"LINC00982","LINC00982"
"FLJ42875","LINC00982"
"LINC00984","LINC00984"
"OGU1","LINC00984"
"LINC00987","LINC00987"
"LINC00989","LINC00989"
"LINC00992","LINC00992"
"LINC00993","LINC00993"
"LINC00994","LINC00994"
"LINC00996","LINC00996"
"LINC00997","LINC00997"
"LINC00998","LINC00998"
"LINC00999","LINC00999"
"FLJ44672","LINC00999"
"LINC01000","LINC01000"
"FLJ45340","LINC01000"
"LINC01001","LINC01001"
"LINC01002","LINC01002"
"LINC01003","LINC01003"
"LINC01004","LINC01004"
"LINC01005","LINC01005"
"LINC01006","LINC01006"
"LINC01007","LINC01007"
"LINC01010","LINC01010"
"LINC01011","LINC01011"
"DKFZp686I15217","LINC01011"
"LINC01012","LINC01012"
"LINC01013","LINC01013"
"LINC01014","LINC01014"
"KCNMB2-IT1","LINC01014"
"LINC01015","LINC01015"
"LINC01016","LINC01016"
"LINC01018","LINC01018"
"LINC01019","LINC01019"
"LINC01020","LINC01020"
"LINC01021","LINC01021"
"LINC01022","LINC01022"
"TCONS_00013107","LINC01022"
"LINC01023","LINC01023"
"LINC01024","LINC01024"
"LINC01028","LINC01028"
"TCONS_00025127","LINC01028"
"LINC01029","LINC01029"
"LINC01030","LINC01030"
"TCONS_00015085","LINC01030"
"LINC01031","LINC01031"
"TCONS_00000361","LINC01031"
"LINC01032","LINC01032"
"LINC01033","LINC01033"
"LINC01034","LINC01034"
"TCONS_00021570","LINC01034"
"LINC01035","LINC01035"
"LINC01036","LINC01036"
"LINC01037","LINC01037"
"LINC01038","LINC01038"
"LINC01039","LINC01039"
"LINC01040","LINC01040"
"TCONS_00021682","LINC01040"
"LINC01043","LINC01043"
"LINC01044","LINC01044"
"LINC01046","LINC01046"
"LINC01047","LINC01047"
"LINC01048","LINC01048"
"LINC01049","LINC01049"
"LINC01050","LINC01050"
"LINC01052","LINC01052"
"LINC01053","LINC01053"
"LINC01054","LINC01054"
"LINC01055","LINC01055"
"LINC01056","LINC01056"
"LINC01057","LINC01057"
"LINC01058","LINC01058"
"LINC01059","LINC01059"
"LINC01060","LINC01060"
"LINC01061","LINC01061"
"FLJ14186","LINC01061"
"LINC01063","LINC01063"
"LINC01065","LINC01065"
"LINC01066","LINC01066"
"LINC01067","LINC01067"
"LINC01068","LINC01068"
"LINC01069","LINC01069"
"LINC01070","LINC01070"
"LINC01072","LINC01072"
"LINC01073","LINC01073"
"LINC01074","LINC01074"
"LINC01075","LINC01075"
"LINC01076","LINC01076"
"LINC01077","LINC01077"
"LINC01078","LINC01078"
"LINC01079","LINC01079"
"LINC01080","LINC01080"
"TCONS_00021856","LINC01080"
"LINC01081","LINC01081"
"TCONS_00024764","LINC01081"
"LINC01082","LINC01082"
"TCONS_00024492","LINC01082"
"LINC01085","LINC01085"
"LINC01087","LINC01087"
"LINC01088","LINC01088"
"LINC01089","LINC01089"
"LINC01090","LINC01090"
"LINC01091","LINC01091"
"LINC01093","LINC01093"
"LINC01094","LINC01094"
"LINC01095","LINC01095"
"LINC01096","LINC01096"
"LINC01097","LINC01097"
"LINC01098","LINC01098"
"LINC01099","LINC01099"
"LINC01100","LINC01100"
"LINC01101","LINC01101"
"FLJ14816","LINC01101"
"LINC01102","LINC01102"
"LINC01103","LINC01103"
"LINC01104","LINC01104"
"LINC01105","LINC01105"
"FLJ30594","LINC01105"
"LINC01106","LINC01106"
"FLJ38359","LINC01106"
"LINC01107","LINC01107"
"LINC01108","LINC01108"
"LncRNA-ES1","LINC01108"
"LINC01109","LINC01109"
"lncRNA-N1","LINC01109"
"LINC01111","LINC01111"
"LINC01112~withdrawn","LINC01112~withdrawn"
"LINC01114","LINC01114"
"PANCAT","LINC01114"
"LOC284998","LINC01114"
"LINC01115","LINC01115"
"LINC01116","LINC01116"
"LINC01117","LINC01117"
"LINC01118","LINC01118"
"LINC01119","LINC01119"
"LINC01120","LINC01120"
"LINC01121","LINC01121"
"UNQ6975","LINC01121"
"LINC01122","LINC01122"
"FLJ30838","LINC01122"
"LINC01123","LINC01123"
"LINC01124","LINC01124"
"LINC01125","LINC01125"
"LINC01126","LINC01126"
"LINC01127","LINC01127"
"LINC01128","LINC01128"
"LINC01132","LINC01132"
"LINC01133","LINC01133"
"LINC01134","LINC01134"
"LINC01135","LINC01135"
"LINC01136","LINC01136"
"LINC01137","LINC01137"
"LOC728431","LINC01137"
"LINC01138","LINC01138"
"FLJ39739","LINC01138"
"LINC01139","LINC01139"
"LINC01140","LINC01140"
"FLJ41676","LINC01140"
"LINC01141","LINC01141"
"LINC01142","LINC01142"
"LINC01143","LINC01143"
"LINC01144","LINC01144"
"TCONS_00000513","LINC01144"
"LINC01146","LINC01146"
"LINC01149","LINC01149"
"XXbac-BPG181B23.4","LINC01149"
"LINC01150","LINC01150"
"2G7","LINC01150"
"TCONS_00019134","LINC01150"
"LINC01151","LINC01151"
"LINC01152","LINC01152"
"TCONS_00025128","LINC01152"
"CMPD","LINC01152"
"LINC01153","LINC01153"
"LINC01154","LINC01154"
"LINC01155","LINC01155"
"Spasm","LINC01155"
"LINC01156","LINC01156"
"Fabl","LINC01156"
"LINC01157","LINC01157"
"TCONS_00010378","LINC01157"
"linc-Enc1","LINC01157"
"LINC01158","LINC01158"
"linc-Brn1a","LINC01158"
"LINC01159","LINC01159"
"linc-Brn1b","LINC01159"
"LINC01160","LINC01160"
"LINC01162","LINC01162"
"LINC01163","LINC01163"
"TCONS_00017722","LINC01163"
"LINC01164","LINC01164"
"LINC01165","LINC01165"
"LINC01166","LINC01166"
"LINC01167","LINC01167"
"TCONS_00018075","LINC01167"
"LINC01168","LINC01168"
"LINC01169","LINC01169"
"LINC01170","LINC01170"
"LINC01173","LINC01173"
"TCONS_00004057","LINC01173"
"LINC01176","LINC01176"
"LINC01177","LINC01177"
"LINC01179","LINC01179"
"LINC01180","LINC01180"
"LINC01181","LINC01181"
"FLJ10489","LINC01181"
"LINC01182","LINC01182"
"LINC01183","LINC01183"
"LINC01184","LINC01184"
"FLJ33630","LINC01184"
"LINC01185","LINC01185"
"FLJ16341","LINC01185"
"LINC01186","LINC01186"
"LINC01187","LINC01187"
"KIDR","LINC01187"
"LINC01189","LINC01189"
"LINC01191","LINC01191"
"VIN","LINC01191"
"lnc-ACTR3","LINC01191"
"LINC01192","LINC01192"
"CT64","LINC01192"
"LINC01193","LINC01193"
"CT60","LINC01193"
"LOC348120","LINC01193"
"LINC01194","LINC01194"
"CT49","LINC01194"
"TAG","LINC01194"
"LINC01195","LINC01195"
"LINC01197","LINC01197"
"LINC01198","LINC01198"
"LINC01201","LINC01201"
