ensg	chromosome_name	hgnc_symbol
ENSG00000250688	14	TRAJ55
ENSG00000211833	14	TRAJ58
ENSG00000233149	CHR_HSCHR6_MHC_MANN_CTG1	GTF2H4
ENSG00000131730	5	CKMT2
ENSG00000211814	14	TRAV35
ENSG00000173327	11	MAP3K11
ENSG00000256221	14	AC244502.2
ENSG00000287701	5	AC116337.4
ENSG00000211826	14	TRDJ4
ENSG00000138101	2	DTNB
ENSG00000237358	22	AC007064.1
ENSG00000117016	1	RIMS3
ENSG00000211818	14	TRAV39
ENSG00000225480	22	AC006548.1
ENSG00000239517	5	AC116337.2
ENSG00000230481	22	IGKV1OR22-5
ENSG00000169242	1	EFNA1
ENSG00000249856	5	AC116337.3
ENSG00000249446	14	TRAJ60
ENSG00000182383	5	RPL27AP5
ENSG00000211827	14	TRDJ2
ENSG00000253691	22	IGKV2OR22-4
ENSG00000196390	5	AC116337.1
ENSG00000228763	2	LIMS1-AS1
ENSG00000228985	14	TRDD3
ENSG00000286407	7	AC004863.1
ENSG00000249157	5	AC093259.1
ENSG00000253460	22	IGKV2OR22-3
ENSG00000251002	14	AC244502.1
ENSG00000184303	2	DRD5P1
ENSG00000226823	9	SUGT1P1
ENSG00000155265	10	GOLGA7B
ENSG00000254264	22	IGKV3OR22-2
ENSG00000171135	3	JAGN1
ENSG00000188283	19	ZNF383
ENSG00000091137	7	SLC26A4
ENSG00000156052	9	GNAQ
ENSG00000166510	18	CCDC68
ENSG00000095713	10	CRTAC1
ENSG00000203757	1	OR6K3
ENSG00000226057	13	PHF2P2
ENSG00000259223	15	AC009654.1
ENSG00000279995	5	AC139792.3
ENSG00000278900	5	AC139792.2
ENSG00000287915	15	AC037433.1
ENSG00000259068	14	TRAV37
ENSG00000273294	5	C1QTNF3-AMACR
ENSG00000279443	1	AL513497.1
ENSG00000180785	11	OR51E1
ENSG00000242110	5	AMACR
ENSG00000287184	7	AC007269.1
ENSG00000229716	1	RPL23AP19
ENSG00000006606	7	CCL26
ENSG00000287743	1	AL031289.2
ENSG00000234619	1	RPL7P11
ENSG00000232685	13	LINC00442
ENSG00000233741	2	AC016691.1
ENSG00000232912	1	RERE-AS1
ENSG00000259909	15	AC100827.1
ENSG00000106018	7	VIPR2
ENSG00000196844	11	PATE2
ENSG00000132792	20	CTNNBL1
ENSG00000228423	1	AL357552.3
ENSG00000267605	19	AC016590.1
ENSG00000187721	13	GTF2IP3
ENSG00000096092	6	TMEM14A
ENSG00000100968	14	NFATC4
ENSG00000240389	CHR_HSCHR6_MHC_APD_CTG1	EGFL8
ENSG00000156970	15	BUB1B
ENSG00000230572	2	AC027612.2
ENSG00000225346	CHR_HSCHR6_MHC_COX_CTG1	HCG4
ENSG00000226619	13	AL137001.1
ENSG00000267614	19	AC245748.3
ENSG00000229375	13	USP24P1
ENSG00000227027	CHR_HSCHR6_MHC_COX_CTG1	HLA-T
ENSG00000267647	18	MAP1LC3P
ENSG00000282917	4	AC107068.2
ENSG00000070159	9	PTPN3
ENSG00000237395	CHR_HSCHR6_MHC_COX_CTG1	MICD
ENSG00000236027	11	PATE3
ENSG00000253481	22	IGKV1OR22-1
ENSG00000285045	22	AC006548.3
ENSG00000124508	6	BTN2A2
ENSG00000259230	14	LINC02323
ENSG00000205231	1	TTLL10-AS1
ENSG00000259959	4	AC107068.1
ENSG00000275623	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	KIR2DL3
ENSG00000230081	9	HSPE1P28
ENSG00000245680	19	ZNF585B
ENSG00000233705	7	SLC26A4-AS1
ENSG00000162571	1	TTLL10
ENSG00000224320	CHR_HSCHR6_MHC_COX_CTG1	HLA-A
ENSG00000180437	1	OR6K4P
ENSG00000170448	4	NFXL1
ENSG00000119314	9	PTBP3
ENSG00000249772	5	AC026427.1
ENSG00000126254	19	RBM42
ENSG00000274763	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	KIR3DL3
ENSG00000225167	1	TXNP2
ENSG00000233039	2	MTND5P30
ENSG00000180347	7	ITPRID1
ENSG00000113319	5	RASGRF2
ENSG00000024526	1	DEPDC1
ENSG00000100416	22	TRMU
ENSG00000278662	15	GOLGA6L10
ENSG00000167676	19	PLIN4
ENSG00000226949	1	OR6K5P
ENSG00000231419	7	LINC00689
ENSG00000166401	18	SERPINB8
ENSG00000167674	19	HDGFL2
ENSG00000279617	19	AC005796.1
ENSG00000275547	19	AC010632.3
ENSG00000143436	1	MRPL9
ENSG00000101342	20	TLDC2
ENSG00000223494	CHR_HSCHR6_MHC_MANN_CTG1	VARS2
ENSG00000233248	2	MTND6P9
ENSG00000250767	5	AC139783.1
ENSG00000130037	12	KCNA5
ENSG00000082196	5	C1QTNF3
ENSG00000164690	7	SHH
ENSG00000228072	9	AL139008.2
ENSG00000236873	CHR_HSCHR6_MHC_APD_CTG1	AGPAT1
ENSG00000285523	12	AC005906.3
ENSG00000253620	8	AC144568.1
ENSG00000253896	8	AC144568.2
ENSG00000285366	5	AC008533.1
ENSG00000164038	4	SLC9B2
ENSG00000226272	5	ARHGAP26-AS1
ENSG00000187689	4	AMTN
ENSG00000254193	8	AC131281.2
ENSG00000261809	7	CYP3A54P
ENSG00000253612	8	WBP1LP3
ENSG00000237421	CHR_HSCHR6_MHC_APD_CTG1	UBDP1
ENSG00000236574	7	AC092634.5
ENSG00000286874	7	AC072054.1
ENSG00000229935	2	MTCYBP9
ENSG00000176269	8	OR4F21
ENSG00000271251	10	AC025946.2
ENSG00000229136	CHR_HSCHR6_MHC_APD_CTG1	MAS1LP1
ENSG00000225451	7	AC092634.2
ENSG00000230789	5	ARHGAP26-IT1
ENSG00000266179	17	AC025627.3
ENSG00000271900	17	AC025627.4
ENSG00000227225	17	MTND1P14
ENSG00000250026	4	TMPRSS11BNL
ENSG00000255464	8	SEPTIN14P8
ENSG00000242752	17	NMTRQ-TTG12-1
ENSG00000066629	14	EML1
ENSG00000280720	CHR_HSCHR4_1_CTG9	AC226496.3
ENSG00000214113	6	LYRM4
ENSG00000253166	8	AC131281.1
ENSG00000281174	CHR_HSCHR4_1_CTG9	AC226496.7
ENSG00000236299	7	AC092634.4
ENSG00000281890	CHR_HSCHR4_1_CTG9	AC226496.10
ENSG00000228725	17	MTND2P12
ENSG00000058799	1	YIPF1
ENSG00000250426	4	FTLP10
ENSG00000238001	9	SNRPCP1
ENSG00000259183	15	MED28P6
ENSG00000260305	15	NTRK3-AS1
ENSG00000230867	9	AL157884.1
ENSG00000227910	7	AC092634.3
ENSG00000188133	9	TMEM215
ENSG00000197403	1	OR6N1
ENSG00000226581	7	LINC02848
ENSG00000158077	11	NLRP14
ENSG00000273786	15	AC020658.4
ENSG00000072778	17	ACADVL
ENSG00000275074	8	NUDT18
ENSG00000140538	15	NTRK3
ENSG00000176753	15	C15orf56
ENSG00000230453	9	ANKRD18B
ENSG00000182134	1	TDRKH
ENSG00000287588	7	AC092634.8
ENSG00000215568	22	GAB4
ENSG00000226342	7	NMD3P1
ENSG00000227460	CHR_HSCHR6_MHC_SSTO_CTG1	SYNGAP1
ENSG00000235720	7	GABPAP
ENSG00000213529	9	AL359073.1
ENSG00000170748	11	RBMXL2
ENSG00000235844	CHR_HSCHR6_MHC_APD_CTG1	HLA-DPA1
ENSG00000185974	13	GRK1
ENSG00000233589	1	AL138789.1
ENSG00000186163	7	AC245088.1
ENSG00000149308	11	NPAT
ENSG00000255179	11	AC027804.1
ENSG00000234264	1	DEPDC1-AS1
ENSG00000234954	CHR_HSCHR6_MHC_APD_CTG1	MAS1L
ENSG00000271627	2	AC027612.4
ENSG00000226059	7	HMGB3P20
ENSG00000213787	7	RPL7AP38
ENSG00000171936	19	OR10H3
ENSG00000005020	7	SKAP2
ENSG00000272240	8	AC004908.1
ENSG00000223544	17	AC005838.1
ENSG00000223703	2	AC027612.1
ENSG00000266261	17	AC005324.5
ENSG00000277083	7	PRSS3P3
ENSG00000180433	1	OR6K6
ENSG00000172748	8	ZNF596
ENSG00000221887	18	HMSD
ENSG00000241881	7	AC245088.2
ENSG00000286698	2	AC027612.5
ENSG00000213771	10	KRT8P37
ENSG00000232531	2	AC027612.3
ENSG00000225129	20	AL035250.1
ENSG00000241322	17	CDRT1
ENSG00000242736	7	TRBV1
ENSG00000225123	9	AL139008.1
ENSG00000233457	9	AL353705.2
ENSG00000259388	15	AC025040.2
ENSG00000226660	7	TRBV2
ENSG00000234373	9	SNX18P7
ENSG00000233947	9	AL353705.3
ENSG00000226562	9	CYP4F26P
ENSG00000165355	14	FBXO33
ENSG00000234927	7	HMGN1P18
ENSG00000282321	8	MTND1P7
ENSG00000230352	20	AL035250.2
ENSG00000258444	14	AL132855.1
ENSG00000237702	7	TRBV3-1
ENSG00000106034	7	CPED1
ENSG00000286309	20	AL160410.1
ENSG00000092054	14	MYH7
ENSG00000233686	20	PIEZO1P1
ENSG00000211710	7	TRBV4-1
ENSG00000287752	20	AL389889.2
ENSG00000229698	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-F
ENSG00000227282	20	AL389889.1
ENSG00000283667	18	AC009802.1
ENSG00000236420	10	CHCHD3P1
ENSG00000236693	CHR_HSCHR6_MHC_APD_CTG1	HLA-DPB1
ENSG00000273883	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP2
ENSG00000247572	5	CKMT2-AS1
ENSG00000254118	8	MTCYBP20
ENSG00000279770	13	LINC00552
ENSG00000270234	10	AL355333.1
ENSG00000215186	15	GOLGA6B
ENSG00000273918	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	AC245128.4
ENSG00000234752	10	LINC02676
ENSG00000276307	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP1
ENSG00000223808	10	AC044784.1
ENSG00000146410	6	MTFR2
ENSG00000270226	22	AC006548.2
ENSG00000230014	10	LINC00709
ENSG00000164039	4	BDH2
ENSG00000258080	14	ARHGAP42P4
ENSG00000164093	4	PITX2
ENSG00000287120	10	AL138773.1
ENSG00000176928	5	GCNT4
ENSG00000276400	22	VN1R9P
ENSG00000258488	15	AC023310.1
ENSG00000265491	1	RNF115
ENSG00000257142	14	AL512310.2
ENSG00000258526	14	AL049828.1
ENSG00000253828	8	MTND2P38
ENSG00000248794	5	AC026436.1
ENSG00000274897	11	PANO1
ENSG00000251001	5	AC026427.2
ENSG00000236196	CHR_HSCHR6_MHC_DBB_CTG1	NFKBIL1
ENSG00000220702	22	Z85994.1
ENSG00000236079	22	Z85994.2
ENSG00000177595	11	PIDD1
ENSG00000237899	1	AL031289.1
ENSG00000153147	4	SMARCA5
ENSG00000258791	14	LINC00520
ENSG00000227809	9	AL355674.1
ENSG00000108452	17	ZNF29P
ENSG00000186008	19	RPS4XP21
ENSG00000263165	17	AC087292.2
ENSG00000167740	17	CYB5D2
ENSG00000235590	20	GNAS-AS1
ENSG00000286123	14	AL049828.2
ENSG00000183795	Y	BPY2B
ENSG00000235838	10	HSP90AB7P
ENSG00000228636	10	LINC02663
ENSG00000225806	20	AL121917.1
ENSG00000204982	9	PRSS3P4
ENSG00000213892	19	CEACAM16
ENSG00000204876	7	AC021218.1
ENSG00000117281	1	CD160
ENSG00000253803	8	AC091163.3
ENSG00000105409	19	ATP1A3
ENSG00000270584	7	AC093813.1
ENSG00000286944	9	AL137018.1
ENSG00000224825	9	RORB-AS1
ENSG00000236796	9	AL157884.3
ENSG00000270849	19	CHCHD2P3
ENSG00000198060	10	MARCHF5
ENSG00000198963	9	RORB
ENSG00000231193	9	AL157884.2
ENSG00000283541	9	BX005040.4
ENSG00000216588	19	IGSF23
ENSG00000254156	8	MTND6P20
ENSG00000232655	22	LINC01656
ENSG00000240566	Y	AC010153.1
ENSG00000274641	6	H2BC17
ENSG00000185722	17	ANKFY1
ENSG00000186141	1	POLR3C
ENSG00000232976	Y	TRIM60P10Y
ENSG00000105641	19	SLC5A5
ENSG00000226270	Y	ZNF736P2Y
ENSG00000142748	1	FCN3
ENSG00000168131	6	OR2B2
ENSG00000227837	Y	TRIM60P11Y
ENSG00000224366	19	AC243964.1
ENSG00000231580	CHR_HSCHR6_MHC_APD_CTG1	RPL32P1
ENSG00000225419	20	RPL21P3
ENSG00000182853	17	VMO1
ENSG00000261595	1	AL603832.2
ENSG00000275422	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.2
ENSG00000251453	5	HAUS1P1
ENSG00000280578	CHR_HSCHR4_1_CTG9	AC226496.1
ENSG00000073008	19	PVR
ENSG00000275436	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.3
ENSG00000176087	5	SLC35A4
ENSG00000168126	6	OR2W6P
ENSG00000124657	6	OR2B6
ENSG00000173452	7	TMEM196
ENSG00000087460	20	GNAS
ENSG00000164338	5	UTP15
ENSG00000231531	7	HINT1P1
ENSG00000214374	6	RPLP2P1
ENSG00000168876	11	ANKRD49
ENSG00000283602	5	AC116353.6
ENSG00000216629	6	OR2W4P
ENSG00000182327	17	GLTPD2
ENSG00000106341	7	PPP1R17
ENSG00000223662	21	SAMSN1-AS1
ENSG00000275848	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR2DL4
ENSG00000280254	17	AC233723.2
ENSG00000228807	22	MRPS18CP6
ENSG00000232709	10	MARK2P9
ENSG00000089050	20	RBBP9
ENSG00000238056	CHR_HSCHR6_MHC_APD_CTG1	PRRT1
ENSG00000279642	22	AL023973.1
ENSG00000286795	10	AL161652.1
ENSG00000185873	4	TMPRSS11B
ENSG00000263611	18	AC068408.1
ENSG00000188636	22	RTL6
ENSG00000280794	CHR_HSCHR4_1_CTG9	AC226496.5
ENSG00000265097	18	RBM22P1
ENSG00000281704	CHR_HSCHR4_1_CTG9	AC226496.9
ENSG00000142507	17	PSMB6
ENSG00000180723	11	OR51A9P
ENSG00000236881	CHR_HSCHR6_MHC_SSTO_CTG1	BX005428.2
ENSG00000276910	CHR_HSCHR5_1_CTG1_1	GTF2H2
ENSG00000215333	22	KRT18P23
ENSG00000281127	CHR_HSCHR4_1_CTG9	AC226496.6
ENSG00000244329	18	UBA52P9
ENSG00000249123	CHR_HSCHR6_MHC_SSTO_CTG1	MICE
ENSG00000281612	CHR_HSCHR4_1_CTG9	AC226496.8
ENSG00000264151	18	AC090403.1
ENSG00000174950	1	CD164L2
ENSG00000242511	CHR_HSCHR6_MHC_SSTO_CTG1	RPL23AP1
ENSG00000237921	7	AC004543.1
ENSG00000155307	21	SAMSN1
ENSG00000226267	CHR_HSCHR6_MHC_SSTO_CTG1	BX005428.1
ENSG00000230545	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-F-AS1
ENSG00000166069	15	TMCO5A
ENSG00000274128	15	AC027807.2
ENSG00000236969	2	GGT8P
ENSG00000156218	15	ADAMTSL3
ENSG00000286465	18	AC068408.2
ENSG00000228781	9	AL353705.1
ENSG00000264790	18	AC021382.1
ENSG00000279095	19	AC243964.4
ENSG00000262165	17	AC233723.1
ENSG00000260647	17	AC127537.1
ENSG00000166135	10	HIF1AN
ENSG00000263405	18	PA2G4P3
ENSG00000259868	14	AL163952.1
ENSG00000144134	2	RABL2A
ENSG00000235235	2	IGKV1OR2-1
ENSG00000177542	11	SLC25A22
ENSG00000254104	8	AC136777.2
ENSG00000234819	9	AL353705.4
ENSG00000186567	19	CEACAM19
ENSG00000270789	15	AC135983.6
ENSG00000250274	5	AC034199.1
ENSG00000134152	15	KATNBL1
ENSG00000272812	8	AC004908.2
ENSG00000214330	2	ABCD1P5
ENSG00000223508	8	RPL23AP53
ENSG00000235172	5	LINC01366
ENSG00000261375	15	AC135983.5
ENSG00000231207	1	FO393419.1
ENSG00000275131	1	AC241952.2
ENSG00000237085	2	AC127391.1
ENSG00000254912	15	AC135983.4
ENSG00000213400	2	RPL12P18
ENSG00000187012	22	LINC00207
ENSG00000034510	2	TMSB10
ENSG00000273402	8	AC004908.3
ENSG00000227497	2	PABPC1P6
ENSG00000274920	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR3DL1
ENSG00000106178	7	CCL24
ENSG00000214329	2	SLC9B1P2
ENSG00000256115	12	LINC02443
ENSG00000186854	2	TRABD2A
ENSG00000129925	16	PGAP6
ENSG00000181773	1	GPR3
ENSG00000226481	2	ACTR3BP2
ENSG00000198523	6	PLN
ENSG00000255339	10	AL133352.1
ENSG00000234898	2	CHEK2P3
ENSG00000066136	1	NFYC
ENSG00000235147	2	AC128677.1
ENSG00000277763	14	AL138995.1
ENSG00000139946	14	PELI2
ENSG00000223816	2	IGKV1OR2-2
ENSG00000188037	7	CLCN1
ENSG00000111860	6	CEP85L
ENSG00000286156	2	AC026273.1
ENSG00000261522	2	AL845331.3
ENSG00000224891	2	AC007899.1
ENSG00000007866	6	TEAD3
ENSG00000234300	22	LINC00229
ENSG00000230666	19	CEACAM22P
ENSG00000148343	9	MIGA2
ENSG00000224254	17	MTCO1P39
ENSG00000166136	10	NDUFB8
ENSG00000231625	17	SLC47A1P2
ENSG00000055332	2	EIF2AK2
ENSG00000231801	22	ANP32BP2
ENSG00000259916	2	AL845331.2
ENSG00000266903	19	AC243964.3
ENSG00000124134	20	KCNS1
ENSG00000164331	5	ANKRA2
ENSG00000197674	11	OR51C1P
ENSG00000167332	11	OR51E2
ENSG00000276362	2	AC010087.1
ENSG00000237353	11	PATE4
ENSG00000287634	5	AC114277.1
ENSG00000285948	15	AC123768.5
ENSG00000276724	15	AC123768.4
ENSG00000242292	5	AC010631.1
ENSG00000223509	15	AC135983.3
ENSG00000196396	20	PTPN1
ENSG00000256346	12	AC092470.1
ENSG00000275569	14	AL355073.2
ENSG00000276504	CHR_HSCHR19_4_CTG3_1	TFPT
ENSG00000227760	12	AC135001.1
ENSG00000259483	14	AL355073.1
ENSG00000105672	19	ETV2
ENSG00000260209	11	AP000842.3
ENSG00000263219	17	RYKP1
ENSG00000233340	10	AL139120.1
ENSG00000086504	16	MRPL28
ENSG00000211734	7	TRBV5-1
ENSG00000234017	10	AC022018.1
ENSG00000256084	12	AC092112.1
ENSG00000262728	15	AC123768.3
ENSG00000285676	10	AL158212.5
ENSG00000274112	CHR_HSCHR22_3_CTG1	SMDT1
ENSG00000083223	9	TUT7
ENSG00000255763	12	MRPS18CP4
ENSG00000211706	7	TRBV6-1
ENSG00000255749	12	GNAI2P1
ENSG00000151532	10	VTI1A
ENSG00000211707	7	TRBV7-1
ENSG00000244573	12	RPL30P11
ENSG00000211745	7	TRBV4-2
ENSG00000206446	CHR_HSCHR6_MHC_COX_CTG1	HLA-F-AS1
ENSG00000232653	15	GOLGA8N
ENSG00000259719	14	LINC02284
ENSG00000203288	1	TDRKH-AS1
ENSG00000224788	10	LINC02670
ENSG00000239827	13	SUGT1P3
ENSG00000219039	7	AC005102.1
ENSG00000249602	1	AL589765.4
ENSG00000223708	CHR_HSCHR6_MHC_COX_CTG1	AL645935.1
ENSG00000213645	7	SLC25A1P3
ENSG00000233241	CHR_HSCHR6_MHC_COX_CTG1	DDX39BP1
ENSG00000232141	CHR_HSCHR6_MHC_COX_CTG1	ETF1P1
ENSG00000143450	1	OAZ3
ENSG00000234242	CHR_HSCHR6_MHC_COX_CTG1	DDX39BP2
ENSG00000175121	20	WFDC5
ENSG00000075826	10	SEC31B
ENSG00000226893	CHR_HSCHR6_MHC_COX_CTG1	HLA-H
ENSG00000176268	13	CYCSP34
ENSG00000261665	15	TUBAP4
ENSG00000287837	13	AL590064.1
ENSG00000251581	CHR_HSCHR6_MHC_COX_CTG1	MICE
ENSG00000102743	13	SLC25A15
ENSG00000232043	20	AL133230.2
ENSG00000113643	5	RARS1
ENSG00000229653	CHR_HSCHR6_MHC_COX_CTG1	ZNRD1ASP
ENSG00000198331	11	HYLS1
ENSG00000273136	1	NBPF26
ENSG00000183087	13	GAS6
ENSG00000198826	15	ARHGAP11A
ENSG00000166387	11	PPFIBP2
ENSG00000278207	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR2DL1
ENSG00000105983	7	LMBR1
ENSG00000119912	10	IDE
ENSG00000176951	11	OR51N1P
ENSG00000236232	7	MTCYBP24
ENSG00000167346	11	MMP26
ENSG00000184599	1	TAFA3
ENSG00000198839	7	ZNF277
ENSG00000162368	1	CMPK1
ENSG00000197989	1	SNHG12
ENSG00000274041	CHR_HSCHR19_4_CTG3_1	AC012314.2
ENSG00000110060	11	PUS3
ENSG00000236829	16	Z97634.1
ENSG00000277185	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.6
ENSG00000277365	CHR_HSCHR22_3_CTG1	NDUFA6
ENSG00000275885	CHR_HSCHR19_4_CTG3_1	PRPF31
ENSG00000183765	22	CHEK2
ENSG00000169075	6	Z99496.1
ENSG00000276254	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.5
ENSG00000286339	6	Z99496.2
ENSG00000217330	6	SSXP10
ENSG00000280021	11	OR51F1
ENSG00000168852	13	TPTE2P5
ENSG00000277657	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.7
ENSG00000176925	11	OR51F2
ENSG00000184497	13	TMEM255B
ENSG00000280880	CHR_HSCHR22_3_CTG1	BX247885.2
ENSG00000198217	11	OR51H2P
ENSG00000281542	CHR_HSCHR22_3_CTG1	AL021878.4
ENSG00000125899	20	C20orf187
ENSG00000280556	CHR_HSCHR22_3_CTG1	BX247885.1
ENSG00000270777	20	AL158042.1
ENSG00000205497	11	OR51A4
ENSG00000275211	CHR_HSCHR22_3_CTG1	CYP2D6
ENSG00000229758	2	DYNLT3P2
ENSG00000278216	CHR_HSCHR4_1_CTG9	UGT2A3
ENSG00000176893	11	OR51G2
ENSG00000230990	20	AL049649.1
ENSG00000159352	1	PSMD4
ENSG00000187191	Y	DAZ3
ENSG00000258453	14	OR11H2
ENSG00000272634	11	OR51F5P
ENSG00000277322	15	GOLGA6L6
ENSG00000176895	11	OR51A7
ENSG00000254902	11	ANO1-AS1
ENSG00000255143	11	AP000879.2
ENSG00000237383	2	CNN2P11
ENSG00000215481	22	BCRP3
ENSG00000227265	2	AL845331.1
ENSG00000272664	11	OR51C4P
ENSG00000233695	13	GAS6-AS1
ENSG00000237550	15	AC243919.1
ENSG00000213355	2	CNN2P8
ENSG00000258797	15	AC023310.3
ENSG00000131620	11	ANO1
ENSG00000259429	15	UBE2Q2P2
ENSG00000176904	11	OR51H1
ENSG00000234837	2	AC073464.2
ENSG00000284070	22	AP000356.2
ENSG00000273051	11	OR51F4P
ENSG00000278870	11	OR51G1
ENSG00000223564	2	CYP4F32P
ENSG00000233173	7	VN1R34P
ENSG00000229919	10	ELOCP3
ENSG00000284128	22	AP000356.3
ENSG00000205496	11	OR51A2
ENSG00000232502	2	AC073464.1
ENSG00000231264	7	ARAFP1
ENSG00000278202	15	AC243919.2
ENSG00000232922	7	MTND6P24
ENSG00000268288	1	AL589765.5
ENSG00000235571	2	SNX18P14
ENSG00000272436	10	CUX2P1
ENSG00000230999	7	MTND5P8
ENSG00000176922	11	OR51S1
ENSG00000232937	1	AL589765.2
ENSG00000233426	2	EIF3FP3
ENSG00000197978	15	GOLGA6L9
ENSG00000226851	7	AC004112.1
ENSG00000225226	2	LINC01795
ENSG00000176232	7	AC092634.1
ENSG00000284534	7	AC092634.7
ENSG00000284233	22	AP000356.4
ENSG00000269621	1	AL589765.7
ENSG00000230639	7	VN1R36P
ENSG00000169241	1	SLC50A1
ENSG00000235544	20	RPS11P1
ENSG00000228660	7	VN1R35P
ENSG00000225003	11	OR51A5P
ENSG00000236940	1	AL589765.3
ENSG00000267055	7	AC007001.1
ENSG00000282478	20	AL109837.2
ENSG00000213860	7	RPL21P75
ENSG00000231070	11	OR52Y1P
ENSG00000286439	10	AL354916.2
ENSG00000270982	9	AL353621.2
ENSG00000142444	19	TIMM29
ENSG00000176900	11	OR51T1
ENSG00000234306	10	AL583859.1
ENSG00000183742	7	MACC1
ENSG00000197984	11	OR51A8P
ENSG00000141977	19	CIB3
ENSG00000283063	7	TRBV6-2
ENSG00000227023	11	OR51A3P
ENSG00000287309	10	AL583859.3
ENSG00000279575	10	AL583859.2
ENSG00000270111	10	CELF2-DT
ENSG00000279270	11	OR52R1
ENSG00000233055	9	AL353621.1
ENSG00000259609	15	AC027807.1
ENSG00000116171	1	SCP2
ENSG00000225376	9	TMEM246-AS1
ENSG00000174442	15	ZWILCH
ENSG00000254854	11	AP003390.1
ENSG00000197023	11	OR51A6P
ENSG00000259404	15	EFL1P1
ENSG00000170469	5	SPATA24
ENSG00000254406	11	AP001994.1
ENSG00000272559	11	OR51F3P
ENSG00000287545	11	AP001994.2
ENSG00000271602	11	KRT8P49
ENSG00000278577	7	AC092634.6
ENSG00000288047	11	AP001994.3
ENSG00000286099	14	AL390800.1
ENSG00000186364	1	NUDT17
ENSG00000165152	9	PGAP4
ENSG00000241149	7	AC115220.1
ENSG00000183607	2	GKN2
ENSG00000286992	11	AP001360.3
ENSG00000251363	14	LINC02315
ENSG00000176299	14	OR4M1
ENSG00000255216	11	AP001360.1
ENSG00000258385	14	AL391516.1
ENSG00000254863	11	LINC02744
ENSG00000152133	2	GPATCH11
ENSG00000228564	7	LINC01005
ENSG00000075426	2	FOSL2
ENSG00000243004	7	AC005062.1
ENSG00000176312	14	OR4H12P
ENSG00000258438	14	OR11K2P
ENSG00000249519	4	LINC01438
ENSG00000176294	14	OR4N2
ENSG00000156959	3	LHFPL4
ENSG00000251483	4	LYPLA1P2
ENSG00000251312	4	AC004062.1
ENSG00000164484	6	TMEM200A
ENSG00000228186	CHR_HSCHR6_MHC_COX_CTG1	PRR3
ENSG00000286731	11	AP001360.2
ENSG00000241722	4	AC083795.1
ENSG00000182652	14	AL512310.1
ENSG00000285505	19	AC010616.1
ENSG00000131788	1	PIAS3
ENSG00000258564	14	OR4N1P
ENSG00000248656	4	AC083795.2
ENSG00000270640	2	AC104695.4
ENSG00000235338	3	DUSP5P2
ENSG00000284554	22	AL022318.4
ENSG00000287861	13	AL137001.2
ENSG00000105404	19	RABAC1
ENSG00000250298	4	GIMD1
ENSG00000229951	2	AC104695.2
ENSG00000224778	13	CENPIP1
ENSG00000243811	22	APOBEC3D
ENSG00000249613	4	LINC02173
ENSG00000280038	15	DNM1P41
ENSG00000278846	CHR_HSCHR22_3_CTG1	OLA1P1
ENSG00000248432	4	AC139718.1
ENSG00000181984	15	GOLGA8CP
ENSG00000250556	4	CCDC34P1
ENSG00000249815	4	AC004704.1
ENSG00000280811	CHR_HSCHR22_3_CTG1	NDUFA6-DT
ENSG00000259694	15	AC136698.1
ENSG00000138160	10	KIF11
ENSG00000250855	4	AC139718.2
ENSG00000259511	15	UBE2Q2L
ENSG00000228598	7	MACC1-AS1
ENSG00000144158	2	AL078621.1
ENSG00000175509	2	AL078621.2
ENSG00000250307	4	TUBB8P3
ENSG00000233479	2	AC017074.2
ENSG00000248915	4	ACTR6P1
ENSG00000137936	1	BCAR3
ENSG00000251081	4	AC104663.1
ENSG00000286147	4	AC092445.1
ENSG00000281510	CHR_HSCHR4_1_CTG9	AC021146.15
ENSG00000261064	15	LINC02256
ENSG00000213522	4	RAC1P5
ENSG00000227359	2	AC017074.1
ENSG00000234894	13	AL139327.2
ENSG00000267453	19	CLEC4O
ENSG00000258916	15	SPATA31E2P
ENSG00000240459	4	AC093663.1
ENSG00000244952	15	AC123768.2
ENSG00000155011	4	DKK2
ENSG00000258707	15	AC023310.2
ENSG00000270685	15	IGHV1OR15-6
ENSG00000279717	19	AC005336.3
ENSG00000188340	1	OR6N2
ENSG00000244509	22	APOBEC3C
ENSG00000276149	9	BX005040.2
ENSG00000267013	18	LINC01929
ENSG00000229147	13	SMPD4P2
ENSG00000277412	9	BX005040.3
ENSG00000235986	CHR_HSCHR6_MHC_COX_CTG1	GNL1
